TIME;VDD_SYS_GPU_CURRENT;VDD_SYS_GPU_VOLTAGE;VDD_SYS_GPU_POWER;VDD_SYS_SOC_CURRENT;VDD_SYS_SOC_VOLTAGE;VDD_SYS_SOC_POWER;VDD_4VO_WIFI_CURRENT;VDD_4VO_WIFI_VOLTAGE;VDD_4VO_WIFI_POWER;VDD_IN_CURRENT;VDD_IN_VOLTAGE;VDD_IN_POWER;VDD_SYS_CPU_CURRENT;VDD_SYS_CPU_VOLTAGE;VDD_SYS_CPU_POWER;VDD_SYS_DDR_CURRENT;VDD_SYS_DDR_VOLTAGE;VDD_SYS_DDR_POWER;VDD_MUX_CURRENT;VDD_MUX_VOLTAGE;VDD_MUX_POWER;VDD_5VO_IO_SYS_CURRENT;VDD_5VO_IO_SYS_VOLTAGE;VDD_5VO_IO_SYS_POWER;VDD_3V3_SYS_CURRENT;VDD_3V3_SYS_VOLTAGE;VDD_3V3_SYS_POWER;VDD_3V3_IO_SLP_CURRENT;VDD_3V3_IO_SLP_VOLTAGE;VDD_3V3_IO_SLP_POWER;VDD_1V8_IO_CURRENT;VDD_1V8_IO_VOLTAGE;VDD_1V8_IO_POWER;VDD_3V3_SYSi_M2_CURRENT;VDD_3V3_SYSi_M2_VOLTAGE;VDD_3V3_SYSi_M2_POWER;
47m 54s 971;8;19144;153;32;19136;612;0;4824;0;136;19136;2602;12;19136;229;100;4824;482;14;19144;268;24;4992;119;12;3320;39;0;3320;0;0;1816;0;0;3320;0;
47m 55s 83;8;19144;153;32;19136;612;0;4824;0;144;19136;2755;16;19136;306;112;4824;540;14;19144;268;24;4992;119;12;3320;39;0;3320;0;0;1808;0;0;3320;0;
47m 55s 196;8;19144;153;32;19136;612;0;4824;0;144;19136;2755;16;19136;306;108;4824;520;14;19144;268;24;4992;119;12;3320;39;0;3320;0;0;1816;0;0;3320;0;
47m 55s 308;8;19144;153;32;19136;612;0;4824;0;144;19136;2755;16;19136;306;108;4824;520;14;19144;268;24;4992;119;12;3320;39;0;3320;0;0;1816;0;0;3320;0;
47m 55s 422;8;19144;153;32;19136;612;0;4824;0;144;19136;2755;16;19136;306;108;4824;520;14;19144;268;16;4992;79;12;3320;39;0;3320;0;0;1808;0;0;3320;0;
47m 55s 536;8;19144;153;32;19136;612;0;4824;0;144;19136;2755;16;19136;306;108;4824;520;14;19144;268;24;4992;119;12;3320;39;0;3320;0;0;1808;0;0;3320;0;
47m 55s 648;8;19144;153;32;19136;612;0;4824;0;144;19136;2755;20;19136;382;104;4824;501;14;19144;268;16;4992;79;12;3320;39;0;3320;0;0;1816;0;0;3320;0;
47m 55s 761;8;19144;153;32;19136;612;0;4824;0;146;19136;2793;20;19136;382;108;4824;520;14;19144;268;16;4992;79;12;3320;39;0;3320;0;0;1816;0;0;3320;0;
47m 55s 875;8;19144;153;32;19136;612;0;4824;0;144;19136;2755;20;19136;382;108;4824;520;14;19144;268;24;4992;119;12;3320;39;0;3320;0;0;1816;0;0;3320;0;
47m 55s 988;8;19144;153;32;19136;612;0;4824;0;144;19136;2755;20;19136;382;108;4824;520;14;19144;268;24;4992;119;12;3320;39;0;3320;0;0;1816;0;0;3320;0;
47m 56s 100;8;19144;153;32;19136;612;0;4824;0;144;19136;2755;20;19136;382;108;4824;520;14;19144;268;24;4992;119;12;3320;39;0;3320;0;0;1816;0;0;3320;0;
47m 56s 213;8;19144;153;32;19136;612;0;4824;0;146;19136;2793;20;19136;382;104;4824;501;14;19144;268;24;4992;119;12;3320;39;0;3320;0;0;1808;0;0;3320;0;
47m 56s 327;8;19144;153;32;19136;612;0;4824;0;146;19136;2793;20;19136;382;108;4824;520;14;19144;268;24;4992;119;12;3320;39;0;3320;0;0;1816;0;0;3320;0;
47m 56s 440;8;19144;153;32;19136;612;0;4824;0;146;19136;2793;20;19136;382;104;4824;501;14;19144;268;24;4992;119;12;3320;39;0;3320;0;0;1808;0;0;3320;0;
47m 56s 553;8;19144;153;32;19136;612;0;4824;0;146;19136;2793;20;19136;382;108;4824;520;14;19144;268;16;4992;79;12;3320;39;0;3320;0;0;1808;0;0;3320;0;
47m 56s 666;8;19144;153;32;19136;612;0;4824;0;146;19136;2793;20;19136;382;108;4824;520;14;19144;268;16;4992;79;12;3320;39;0;3320;0;0;1808;0;0;3320;0;
47m 56s 779;8;19144;153;32;19136;612;0;4824;0;146;19136;2793;20;19136;382;104;4824;501;12;19144;268;16;4992;79;12;3320;39;0;3320;0;0;1816;0;0;3320;0;
47m 56s 892;8;19144;153;32;19136;612;0;4824;0;146;19136;2793;20;19136;382;104;4824;501;12;19144;268;24;4992;119;12;3320;39;0;3320;0;0;1808;0;0;3320;0;
47m 57s 6;8;19144;153;32;19136;612;0;4824;0;146;19136;2793;20;19136;382;108;4824;520;12;19144;229;16;4992;79;12;3320;39;0;3320;0;0;1808;0;0;3320;0;
47m 57s 119;8;19144;153;32;19136;612;0;4824;0;146;19136;2793;20;19136;382;108;4824;520;12;19144;229;16;4992;79;12;3320;39;0;3320;0;0;1808;0;0;3320;0;
