TIME,VDD_SYS_GPU_CURRENT,VDD_SYS_GPU_VOLTAGE,VDD_SYS_GPU_POWER,VDD_SYS_SOC_CURRENT,VDD_SYS_SOC_VOLTAGE,VDD_SYS_SOC_POWER,VDD_4VO_WIFI_CURRENT,VDD_4VO_WIFI_VOLTAGE,VDD_4VO_WIFI_POWER,VDD_IN_CURRENT,VDD_IN_VOLTAGE,VDD_IN_POWER,VDD_SYS_CPU_CURRENT,VDD_SYS_CPU_VOLTAGE,VDD_SYS_CPU_POWER,VDD_SYS_DDR_CURRENT,VDD_SYS_DDR_VOLTAGE,VDD_SYS_DDR_POWER,VDD_MUX_CURRENT,VDD_MUX_VOLTAGE,VDD_MUX_POWER,VDD_5VO_IO_SYS_CURRENT,VDD_5VO_IO_SYS_VOLTAGE,VDD_5VO_IO_SYS_POWER,VDD_3V3_SYS_CURRENT,VDD_3V3_SYS_VOLTAGE,VDD_3V3_SYS_POWER,VDD_3V3_IO_SLP_CURRENT,VDD_3V3_IO_SLP_VOLTAGE,VDD_3V3_IO_SLP_POWER,VDD_1V8_IO_CURRENT,VDD_1V8_IO_VOLTAGE,VDD_1V8_IO_POWER,VDD_3V3_SYSi_M2_CURRENT,VDD_3V3_SYSi_M2_VOLTAGE,VDD_3V3_SYSi_M2_POWER
30m 5s 520,8,19144,153,28,19136,535,44,4824,212,164,19128,3136,36,19128,688,84,4824,405,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 5s 629,8,19144,153,28,19136,535,36,4824,173,160,19128,3060,36,19128,688,84,4824,405,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 5s 739,8,19144,153,28,19136,535,28,4824,135,156,19136,2985,32,19128,612,84,4824,405,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 5s 849,8,19144,153,28,19136,535,20,4824,96,152,19136,2908,32,19136,612,84,4824,405,12,19144,229,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 5s 958,8,19144,153,28,19136,535,16,4824,77,150,19136,2870,32,19136,612,80,4824,385,12,19144,229,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 6s 68,8,19144,153,28,19136,535,12,4824,57,148,19136,2832,28,19136,535,80,4824,385,12,19144,229,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 6s 178,8,19144,153,28,19136,535,8,4824,38,146,19136,2793,28,19136,535,80,4824,385,12,19144,229,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 6s 287,8,19144,153,28,19136,535,8,4824,38,146,19136,2793,28,19136,535,80,4824,385,12,19144,229,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 6s 397,8,19144,153,28,19136,535,4,4824,19,144,19136,2755,28,19136,535,80,4824,385,12,19144,229,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 6s 507,8,19144,153,28,19136,535,4,4824,19,144,19136,2755,28,19136,535,80,4824,385,12,19144,229,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 6s 616,8,19144,153,28,19136,535,4,4824,19,144,19136,2755,28,19136,535,80,4824,385,12,19144,229,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 6s 726,8,19144,153,28,19136,535,4,4824,19,142,19136,2717,28,19136,535,80,4824,385,12,19144,229,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 6s 836,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,12,19144,229,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 6s 946,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,12,19144,229,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 7s 55,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 7s 165,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 7s 275,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 7s 384,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 7s 494,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 7s 604,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 7s 713,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 7s 823,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 7s 933,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 8s 43,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 8s 152,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 8s 262,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 8s 372,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 8s 481,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 8s 591,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 8s 701,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 8s 810,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,16,4992,79,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 8s 920,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 9s 30,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,12,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 9s 139,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 9s 249,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 9s 359,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 9s 469,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 9s 578,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 9s 688,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 9s 798,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 9s 908,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 10s 18,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 10s 127,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 10s 237,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 10s 347,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 10s 456,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 10s 566,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 10s 676,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 10s 786,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 10s 895,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 11s 5,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 11s 115,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 11s 225,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 11s 334,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 11s 444,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 11s 554,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,12,19144,229,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 11s 663,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,12,19144,229,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 11s 773,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,12,19144,229,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 11s 883,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,12,19144,229,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 11s 992,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,12,19144,229,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 12s 102,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 12s 212,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 12s 321,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 12s 431,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 12s 541,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 12s 651,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 12s 760,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 12s 870,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 12s 980,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 13s 89,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 13s 199,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 13s 309,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 13s 418,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 13s 528,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 13s 638,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 13s 747,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,16,4992,79,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 13s 857,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 13s 967,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 14s 76,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 14s 186,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 14s 296,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 14s 405,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 14s 515,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 14s 625,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 14s 734,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 14s 844,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 14s 954,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 15s 64,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 15s 174,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 15s 284,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 15s 393,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 15s 503,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 15s 613,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 15s 723,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 15s 833,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 15s 942,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 16s 52,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 16s 162,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 16s 271,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 16s 381,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 16s 491,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 16s 600,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 16s 710,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 16s 820,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 16s 929,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 17s 39,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 17s 149,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 17s 259,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 17s 368,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 17s 478,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 17s 588,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 17s 698,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 17s 807,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 17s 917,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 18s 26,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 18s 136,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 18s 246,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 18s 355,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 18s 465,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 18s 575,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 18s 685,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 18s 794,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 18s 904,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 19s 14,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 19s 123,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 19s 233,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 19s 343,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 19s 452,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 19s 562,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 19s 672,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 19s 782,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 19s 891,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 20s 1,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 20s 111,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 20s 221,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 20s 330,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 20s 440,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 20s 550,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 20s 659,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 20s 769,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 20s 879,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 20s 988,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 21s 98,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
